       area  unit       scp station    lines  div        desc        i        o                  dt
57008090  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3183750   2228553 2015-02-17 04:00:00



          area  unit       scp station lines  div        desc        i        o                  dt
57008129  R256  R182  00-00-03  116 ST     6  IRT  RECOVR AUD  3194320  2236836 2015-02-23 16:00:00
57008130  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3194789  2237269 2015-02-23 20:00:00
57008131  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3194922  2237403 2015-02-24 00:00:00
57008132  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3194941  2237438 2015-02-24 04:00:00
57008133  R256  R182  00-00-03  116 ST     6  IRT  RECOVR AUD  3195045  2237438 2015-02-24 04:00:00
57008134  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3194949  2237678 2015-02-24 08:00:00
57008135  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3194955  2238282 2015-02-24 12:00:00
57008136  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3195418  2238625 2015-02-24 16:00:00
57008137  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3195864  2239087 2015-02-24 20:00:00



          area  unit       scp station lines  div        desc        i        o                  dt
57010262  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3913119  2746636 2016-02-13 12:00:00
57010263  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3913584  2747078 2016-02-13 16:00:00
57010264  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3913964  2747517 2016-02-13 20:00:00
57010265  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3914034  2747809 2016-02-14 00:00:00
57010266  R256  R182  00-00-03  116 ST     6  IRT  RECOVR AUD   637234  2747809 2016-02-14 00:00:00
57010267  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3914035  2747922 2016-02-14 04:00:00
57010268  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3914038  2747983 2016-02-14 08:00:00
57010269  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3914044  2748195 2016-02-14 12:00:00
57010270  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  3914072  2748488 2016-02-14 16:00:00



          area  unit       scp station lines  div        desc       i       o                  dt
57017806  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  304901  252245 2019-07-24 09:00:00
57017807  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  305391  252559 2019-07-24 13:00:00
57017808  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  305859  252912 2019-07-24 17:00:00
57017809  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  306182  253250 2019-07-24 21:00:00
57017810  R256  R182  00-00-03  116 ST     6  IRT  RECOVR AUD       0      82 2019-07-24 21:00:00
57017811  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  306300  253385 2019-07-25 01:00:00
57017812  R256  R182  00-00-03  116 ST     6  IRT  RECOVR AUD       0     394 2019-07-25 02:00:00
57017813  R256  R182  00-00-03  116 ST     6  IRT     REGULAR  306324  253410 2019-07-25 05:00:00
57017814  R256  R182  00-00-03  116 ST     6  IRT  RECOVR AUD       0     473 2019-07-25 07:00:00



          area  unit       scp station lines  div        desc        i        o                  dt
57082966  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3847840  8900903 2015-05-15 17:00:00
57082967  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3848439  8902143 2015-05-15 21:00:00
57082968  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3848666  8902614 2015-05-16 01:00:00
57082969  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3848726  8902718 2015-05-16 05:00:00
57082970  R258  R132  00-00-00  125 ST   456  IRT  RECOVR AUD  3848725  8902718 2015-05-16 05:00:00
57082971  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3848897  8903185 2015-05-16 09:00:00
57082972  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3849223  8903909 2015-05-16 13:00:00
57082973  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3849595  8904772 2015-05-16 17:00:00
57082974  R258  R132  00-00-00  125 ST   456  IRT     REGULAR  3849975  8905448 2015-05-16 21:00:00



          area  unit       scp station lines  div        desc        i         o                  dt
57112984  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1463307  17824142 2015-05-15 17:00:00
57112985  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1464364  17824704 2015-05-15 21:00:00
57112986  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1464704  17825005 2015-05-16 01:00:00
57112987  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1464776  17825080 2015-05-16 05:00:00
57112988  R258  R132  00-00-02  125 ST   456  IRT  RECOVR AUD  1464776  17825079 2015-05-16 05:00:00
57112989  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1464961  17825379 2015-05-16 09:00:00
57112990  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1465372  17825798 2015-05-16 13:00:00
57112991  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1466030  17826312 2015-05-16 17:00:00
57112992  R258  R132  00-00-02  125 ST   456  IRT     REGULAR  1466545  17826693 2015-05-16 21:00:00



          area  unit       scp station lines  div        desc           i          o                  dt
57127926  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012390184  822417417 2015-05-04 17:00:00
57127927  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012388994  822417799 2015-05-04 21:00:00
57127928  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012388594  822418017 2015-05-05 01:00:00
57127929  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012388519  822418053 2015-05-05 05:00:00
57127930  R258  R132  00-00-03  125 ST   456  IRT  RECOVR AUD  2012388520  822418053 2015-05-05 05:00:00
57127931  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012387236  822418338 2015-05-05 09:00:00
57127932  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012386224  822418683 2015-05-05 13:00:00
57127933  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012385103  822419111 2015-05-05 17:00:00
57127934  R258  R132  00-00-03  125 ST   456  IRT     REGULAR  2012383869  822419494 2015-05-05 21:00:00



          area  unit       scp station lines  div        desc        i        o                  dt
57743331  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   325869   147479 2019-04-15 00:00:00
57743332  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   325896   147668 2019-04-15 04:00:00
57743333  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   326441   147913 2019-04-15 08:00:00
57743334  R283  R221  00-00-00  167 ST     4  IRT     REGULAR  5389676  6222494 2019-04-15 12:00:00
57743335  R283  R221  00-00-00  167 ST     4  IRT  RECOVR AUD   326895   148458 2019-04-15 12:00:00
57743336  R283  R221  00-00-00  167 ST     4  IRT     REGULAR  5389778  6222561 2019-04-15 16:00:00
57743337  R283  R221  00-00-00  167 ST     4  IRT  RECOVR AUD   327161   149220 2019-04-15 16:00:00
57743338  R283  R221  00-00-00  167 ST     4  IRT     REGULAR  5389855  6222673 2019-04-15 20:00:00
57743339  R283  R221  00-00-00  167 ST     4  IRT  RECOVR AUD  5389889  6222710 2019-04-16 00:00:00
57743340  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   327613   151478 2019-04-16 04:00:00
57743341  R283  R221  00-00-00  167 ST     4  IRT  RECOVR AUD  5389892  6222715 2019-04-16 04:00:00
57743342  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   328178   151785 2019-04-16 08:00:00
57743343  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   328503   152016 2019-04-16 12:00:00
57743344  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   328808   152240 2019-04-16 16:00:00
57743345  R283  R221  00-00-00  167 ST     4  IRT     REGULAR   329116   153820 2019-04-16 20:00:00



          area  unit       scp station lines  div        desc        i        o                  dt
57758310  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3203699  3920536 2019-04-15 00:00:00
57758311  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3203715  3920625 2019-04-15 04:00:00
57758312  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3204170  3920769 2019-04-15 08:00:00
57758313  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  2848928   668748 2019-04-15 12:00:00
57758314  R283  R221  00-00-01  167 ST     4  IRT  RECOVR AUD  3204667  3921144 2019-04-15 12:00:00
57758315  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  2849141   668859 2019-04-15 16:00:00
57758316  R283  R221  00-00-01  167 ST     4  IRT  RECOVR AUD  3204974  3921670 2019-04-15 16:00:00
57758317  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  2849292   669157 2019-04-15 20:00:00
57758318  R283  R221  00-00-01  167 ST     4  IRT  RECOVR AUD  2849344   669236 2019-04-16 00:00:00
57758319  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3205387  3923058 2019-04-16 04:00:00
57758320  R283  R221  00-00-01  167 ST     4  IRT  RECOVR AUD  2849361   669244 2019-04-16 04:00:00
57758321  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3205974  3923201 2019-04-16 08:00:00
57758322  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3206501  3923596 2019-04-16 12:00:00
57758323  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3206836  3923821 2019-04-16 16:00:00
57758324  R283  R221  00-00-01  167 ST     4  IRT     REGULAR  3207159  3924761 2019-04-16 20:00:00



          area  unit       scp station lines  div        desc         i        o                  dt
57773289  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15466191  9554400 2019-04-15 00:00:00
57773290  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15466222  9554456 2019-04-15 04:00:00
57773291  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15466827  9554542 2019-04-15 08:00:00
57773292  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  12190738  1311555 2019-04-15 12:00:00
57773293  R283  R221  00-00-02  167 ST     4  IRT  RECOVR AUD  15467493  9554739 2019-04-15 12:00:00
57773294  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  12191039  1311758 2019-04-15 16:00:00
57773295  R283  R221  00-00-02  167 ST     4  IRT  RECOVR AUD  15467935  9555091 2019-04-15 16:00:00
57773296  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  12191217  1312195 2019-04-15 20:00:00
57773297  R283  R221  00-00-02  167 ST     4  IRT  RECOVR AUD  12191276  1312344 2019-04-16 00:00:00
57773298  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15468462  9556052 2019-04-16 04:00:00
57773299  R283  R221  00-00-02  167 ST     4  IRT  RECOVR AUD  12191295  1312379 2019-04-16 04:00:00
57773300  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15469121  9556124 2019-04-16 08:00:00
57773301  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15469791  9556384 2019-04-16 12:00:00
57773302  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15470127  9556645 2019-04-16 16:00:00
57773303  R283  R221  00-00-02  167 ST     4  IRT     REGULAR  15470541  9557281 2019-04-16 20:00:00



          area  unit       scp station lines  div        desc        i       o                  dt
57788261  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   144469   73319 2019-04-15 00:00:00
57788262  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   144514   73377 2019-04-15 04:00:00
57788263  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   145259   73419 2019-04-15 08:00:00
57788264  R283  R221  00-00-03  167 ST     4  IRT     REGULAR  1511587  376930 2019-04-15 12:00:00
57788265  R283  R221  00-00-03  167 ST     4  IRT  RECOVR AUD   145975   73602 2019-04-15 12:00:00
57788266  R283  R221  00-00-03  167 ST     4  IRT     REGULAR  1511732  377340 2019-04-15 16:00:00
57788267  R283  R221  00-00-03  167 ST     4  IRT  RECOVR AUD   146456   73907 2019-04-15 16:00:00
57788268  R283  R221  00-00-03  167 ST     4  IRT     REGULAR  1511861  378109 2019-04-15 20:00:00
57788269  R283  R221  00-00-03  167 ST     4  IRT  RECOVR AUD  1511900  378423 2019-04-16 00:00:00
57788270  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   147164   74652 2019-04-16 04:00:00
57788271  R283  R221  00-00-03  167 ST     4  IRT  RECOVR AUD  1511907  378496 2019-04-16 04:00:00
57788272  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   147881   74699 2019-04-16 08:00:00
57788273  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   148630   74930 2019-04-16 12:00:00
57788274  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   149110   75242 2019-04-16 16:00:00
57788275  R283  R221  00-00-03  167 ST     4  IRT     REGULAR   149612   75713 2019-04-16 20:00:00



          area  unit       scp     station lines  div        desc        i        o                  dt
57868734  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5190278  5057069 2019-11-01 12:00:00
57868735  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5190515  5057226 2019-11-01 16:00:00
57868736  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5190753  5057512 2019-11-01 20:00:00
57868737  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5190821  5057675 2019-11-02 00:00:00
57868738  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD      829      646 2019-11-02 00:00:00
57868739  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5190842  5057725 2019-11-02 04:00:00
57868740  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5190950  5057772 2019-11-02 08:00:00
57868741  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     1005      780 2019-11-02 08:00:00
57868742  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191120  5057865 2019-11-02 12:00:00
57868743  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     1268      892 2019-11-02 12:00:00
57868744  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191305  5057991 2019-11-02 16:00:00
57868745  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     1532     1034 2019-11-02 16:00:00
57868746  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191451  5058161 2019-11-02 20:00:00
57868747  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     1743     1216 2019-11-02 20:00:00
57868748  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191538  5058256 2019-11-03 00:00:00
57868749  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     1821     1356 2019-11-03 00:00:00
57868750  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191549  5058300 2019-11-03 03:00:00
57868751  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     1849     1435 2019-11-03 03:00:00
57868752  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191594  5058329 2019-11-03 07:00:00
57868753  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     1921     1480 2019-11-03 07:00:00
57868754  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191724  5058384 2019-11-03 11:00:00
57868755  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     2114     1547 2019-11-03 11:00:00
57868756  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191871  5058497 2019-11-03 15:00:00
57868757  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     2319     1667 2019-11-03 15:00:00
57868758  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5191991  5058654 2019-11-03 19:00:00
57868759  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     2463     1839 2019-11-03 19:00:00
57868760  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5192061  5058753 2019-11-03 23:00:00
57868761  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     2562     1947 2019-11-03 23:00:00
57868762  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5192074  5058800 2019-11-04 03:00:00
57868763  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     2585     1984 2019-11-04 03:00:00
57868764  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5192255  5058853 2019-11-04 07:00:00
57868765  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     2797     2052 2019-11-04 07:00:00
57868766  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5192674  5059041 2019-11-04 11:00:00
57868767  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     3379     2226 2019-11-04 11:00:00
57868768  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5192902  5059176 2019-11-04 15:00:00
57868769  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     3663     2395 2019-11-04 15:00:00
57868770  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5193180  5059471 2019-11-04 19:00:00
57868771  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     4007     2690 2019-11-04 19:00:00
57868772  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5193270  5059631 2019-11-04 23:00:00
57868773  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     4141     2884 2019-11-04 23:00:00
57868774  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5193289  5059687 2019-11-05 03:00:00
57868775  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     4175     2969 2019-11-05 03:00:00
57868776  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5193432  5059732 2019-11-05 07:00:00
57868777  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     4365     3036 2019-11-05 07:00:00
57868778  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5193789  5059889 2019-11-05 11:00:00
57868779  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     4825     3228 2019-11-05 11:00:00
57868780  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5194043  5060016 2019-11-05 15:00:00
57868781  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     5142     3372 2019-11-05 15:00:00
57868782  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5194278  5060281 2019-11-05 19:00:00
57868783  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     5487     3642 2019-11-05 19:00:00
57868784  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5194369  5060475 2019-11-05 23:00:00
57868785  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     5605     3837 2019-11-05 23:00:00
57868786  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5194390  5060548 2019-11-06 03:00:00
57868787  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     5628     3936 2019-11-06 03:00:00
57868788  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5194571  5060596 2019-11-06 07:00:00
57868789  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     5861     4000 2019-11-06 07:00:00
57868790  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5195033  5060809 2019-11-06 11:00:00
57868791  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     6404     4216 2019-11-06 11:00:00
57868792  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5195259  5060977 2019-11-06 15:00:00
57868793  R285  R308  00-00-00  MT EDEN AV     4  IRT  RECOVR AUD     6733     4363 2019-11-06 15:00:00
57868794  R285  R308  00-00-00  MT EDEN AV     4  IRT     REGULAR  5195541  5061258 2019-11-06 19:00:00
